DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1994-0510-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Gordon,USA,United States of America,Northern America,Americas,,,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,1994,11,13,1994,11,18,6,,,,,,,60000,123340,500000,1027835,48.6459381,,2007-05-06,2023-09-25
1995-0187-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kent (Gening),PHL,Philippines,South-eastern Asia,Asia,"Regions I, II, III, IV, V, Metro Manilla",,,No,No,No,,157,Kph,,,,1995,8,28,1995,8,28,6,,195886,,195886,,,,,,,50.01065676,,2003-07-01,2023-09-25
1996-0198-MEX,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Elida,MEX,Mexico,Latin America and the Caribbean,Americas,Leon,,,No,No,No,,45,Kph,,,,1996,8,31,1996,8,31,6,,1000,250,1250,,,,,,,51.47657574,,2003-07-01,2023-09-25
1996-0298-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Andhra Pradesh,,,No,No,No,,180,Kph,,,,1996,12,4,1996,12,4,6,,335000,,335000,,,,,,,51.47657574,,2003-07-01,2023-09-25
1996-0347-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kirk,JPN,Japan,Eastern Asia,Asia,Kyushu Isl.,,,No,No,No,,210,Kph,,,,1996,8,14,1996,8,14,6,74,5400,264,5738,,,,,,,51.47657574,,2003-07-01,2023-09-25
1998-0381-CUB,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Georges,CUB,Cuba,Latin America and the Caribbean,Americas,"Guantanamo, Tunas, Holguin, Santigo de Cuba, Camaguëy, Villa Claran Cienfuegos, Sancti Spiritu, Ciego de Avila, Matanzas",,,No,No,No,,210,Kph,,,,1998,9,22,1998,9,22,6,,147000,,147000,,,10000,18692,2000000,3738480,53.49768079,,2007-05-06,2023-09-25
1999-0435-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Irene,USA,United States of America,Northern America,Americas,"Bahamas, Floride",,,No,No,No,,120,Kph,,,,1999,10,15,1999,10,15,6,,,,,,,,,100000,182922,54.66822084,,2003-07-01,2023-09-25
2000-0605-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Wukong,CHN,China,Eastern Asia,Asia,Hainan Sheng province,,,No,No,No,,,Kph,,,,2000,9,9,2000,9,9,6,,2400000,,2400000,,,,,,,56.51429056,"[{""adm1_code"":906,""adm1_name"":""Hainan Sheng""}]",2003-07-01,2023-09-25
2001-0758-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kajiki (Quedan),PHL,Philippines,South-eastern Asia,Asia,"Cebu district (Region VII (Central Visayas) province), Leyte district (Region VIII (Eastern Visayas) province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2001,12,5,2001,12,7,6,8,54832,,54840,,,,,96,165,58.11147437,"[{""adm2_code"":24253,""adm2_name"":""Cebu""},{""adm2_code"":24258,""adm2_name"":""Leyte""}]",2004-10-28,2023-09-25
2002-0635-RUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hygos,RUS,Russian Federation,Eastern Europe,Europe,Sakhaline Isl. (Sakhalinskaya Oblast province),,,No,No,No,,,Kph,,,,2002,10,2,2002,10,3,6,,,,,,,,,,,59.03314408,"[{""adm1_code"":2552,""adm1_name"":""Sakhalinskaya Oblast""}]",2005-12-20,2023-09-25
2004-0276-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dianmu (Helen/09W),JPN,Japan,Eastern Asia,Asia,Murotosi district (Kooti province),,"Rain|Slide (land, mud, snow, rock)",No,No,No,,285,Kph,,,,2004,6,16,2004,6,19,6,56,700,,756,,,,,,,61.98958593,"[{""adm2_code"":34885,""adm2_name"":""Murotosi""}]",2006-05-05,2023-09-25
2004-0276-KOR,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dianmu (Helen/09W),KOR,Republic of Korea,Eastern Asia,Asia,Munkyong area (Kyongsangbuk-do province),,Rain,No,No,No,,,Kph,,,,2004,6,18,2004,6,20,6,,,522,522,,,,,,,61.98958593,"[{""adm1_code"":2440,""adm1_name"":""Kyongsangbuk-do""}]",2004-07-02,2023-09-25
2004-0388-RUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,RUS,Russian Federation,Eastern Europe,Europe,Ustordynskiy Buryatskiy Okrug province,,,No,No,No,,100,Kph,,,,2004,7,22,2004,7,22,6,62,,,62,,,,,6000,9679,61.98958593,"[{""adm1_code"":2570,""adm1_name"":""Ustordynskiy Buryatskiy Okrug""}]",2005-03-23,2023-09-25
2004-0473-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Jeanne,USA,United States of America,Northern America,Americas,Florida province,,,No,No,Yes,,,Kph,,,,2004,9,25,2004,9,26,6,,40000,,40000,,,4900000,7904554,8000000,12905394,61.98958593,"[{""adm1_code"":3223,""adm1_name"":""Florida""}]",2004-10-04,2023-09-25
2005-0382-HTI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Emily,HTI,Haiti,Latin America and the Caribbean,Americas,Saint-Marc district (Artibonite province),,Flood,No,No,No,,,Kph,,,,2005,7,17,2005,7,17,6,,565,185,750,,,,,,,64.09274026,"[{""adm2_code"":17170,""adm2_name"":""Saint-Marc""}]",2006-01-17,2023-09-25
2005-0567-HND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Stan,HND,Honduras,Latin America and the Caribbean,Americas,"San Pedro Sula, Potrerillos, San Manuel districts (Cortes province)",,"Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2005,9,28,2005,10,10,6,,2869,,2869,,,,,100000,156024,64.09274026,"[{""adm2_code"":17290,""adm2_name"":""Potrerillos""},{""adm2_code"":17294,""adm2_name"":""San Manuel""},{""adm2_code"":17295,""adm2_name"":""San Pedro Sula""}]",2006-01-16,2023-09-25
2006-0410-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Prapiroon' (Henry/T0606),PHL,Philippines,South-eastern Asia,Asia,Quirino district (Region II (Cagayan Valley) province),,,No,No,No,,,Kph,21.11,110.11,,2006,8,2,2006,8,6,6,,15000,,15000,,,,,135000,204050,66.16033056,"[{""adm2_code"":24219,""adm2_name"":""Quirino""}]",2007-01-06,2024-11-08
2006-0466-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ernesto,USA,United States of America,Northern America,Americas,"South Carolina, North Carolina, Virginia provinces",,Flood,No,No,No,,119,Kph,34.74,-77.87,,2006,8,2,2006,9,7,6,,140,,140,,,,,32860,49667,66.16033056,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2007-01-08,2023-09-25
2006-0610-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Queenie (Chebi),PHL,Philippines,South-eastern Asia,Asia,"Isabela district (Region II (Cagayan Valley) province), Aurora, Nueva Ecija districts (Region III (Central Luzon) province)",,"Slide (land, mud, snow, rock)",No,No,No,,130,Kph,,,,2006,11,13,2006,11,13,6,10,21250,,21260,,,,,,,66.16033056,"[{""adm2_code"":24217,""adm2_name"":""Isabela""},{""adm2_code"":24222,""adm2_name"":""Nueva Ecija""},{""adm2_code"":24226,""adm2_name"":""Aurora""}]",2006-11-29,2023-09-25
2007-0671-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Henriette,MEX,Mexico,Latin America and the Caribbean,Americas,"Acapulco De Juarez district (Guerrero province), Oaxaca, Michoacan, Colima, Jalisco provinces",,,No,No,No,,,Kph,,,,2007,9,1,2007,9,1,6,,,,,,,,,,,68.04767383,"[{""adm1_code"":2035,""adm1_name"":""Colima""},{""adm1_code"":2041,""adm1_name"":""Jalisco""},{""adm1_code"":2043,""adm1_name"":""Michoacan""},{""adm1_code"":2047,""adm1_name"":""Oaxaca""},{""adm2_code"":19922,""adm2_name"":""Acapulco De Juarez""}]",2008-01-10,2023-09-25
2009-0477-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2009-000232,"Hurricane ""Ida""",USA,United States of America,Northern America,Americas,"Kent, Sussex districts (Delaware province), Atlantic, Burlington, Cape May, Cumberland, Monmouth, Ocean districts (New Jersey province), Virginia, New York, North Carolina, Pennsylvannia provinces",,Flood,No,No,Yes,,,Kph,,,,2009,11,9,2009,11,10,6,,,,,,,,,600000,852165,70.40886176,"[{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm2_code"":28994,""adm2_name"":""Kent""},{""adm2_code"":28996,""adm2_name"":""Sussex""},{""adm2_code"":30451,""adm2_name"":""Atlantic""},{""adm2_code"":30453,""adm2_name"":""Burlington""},{""adm2_code"":30455,""adm2_name"":""Cape May""},{""adm2_code"":30456,""adm2_name"":""Cumberland""},{""adm2_code"":30463,""adm2_name"":""Monmouth""},{""adm2_code"":30465,""adm2_name"":""Ocean""}]",2010-01-12,2023-09-25
2010-0260-SLV,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical storm ""Alex""",SLV,El Salvador,Latin America and the Caribbean,Americas,San Miguel province,,Rain,No,No,No,,,Kph,,,,2010,6,27,2010,6,27,6,,500,,500,,,,,,,71.56359558,"[{""adm1_code"":1192,""adm1_name"":""San Miguel""}]",2010-07-12,2023-09-25
2010-0426-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Frank,MEX,Mexico,Latin America and the Caribbean,Americas,"Oaxaca, Tabasco, Veracruz provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,,Kph,,,,2010,8,23,2010,8,24,6,,154000,,154000,,,,,,,71.56359558,"[{""adm1_code"":2047,""adm1_name"":""Oaxaca""},{""adm1_code"":2054,""adm1_name"":""Tabasco""},{""adm1_code"":2057,""adm1_name"":""Veracruz""}]",2010-08-31,2023-09-25
2012-0260-TWN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2012-000125,Tropical storm Gener (Saola),TWN,Taiwan (Province of China),Eastern Asia,Asia,"Hualian Xian, Taibei Xian, Yilan Xian areas (Taiwan Sheng province)",,"Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2012,8,2,2012,8,2,6,,,,,,,,,27000,35833,75.3503857,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2012-08-02,2023-09-25
2013-0008-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2013-000014,Ex-Tropical cyclone Oswald,AUS,Australia,Australia and New Zealand,Oceania,"Brisbane, Ipswich, Bundaberg, Rockhampton districts (Queensland province), New South Wales province",,Flood,No,No,No,,,Kph,,,,2013,1,23,2013,1,30,6,,7500,,7500,,,1000000,1307974,2000000,2615947,76.45414599,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm2_code"":154654,""adm2_name"":""Brisbane (C)""},{""adm2_code"":154655,""adm2_name"":""Bundaberg (R)""},{""adm2_code"":154672,""adm2_name"":""Ipswich (C)""},{""adm2_code"":154688,""adm2_name"":""Rockhampton (R)""}]",2014-03-19,2023-09-25
2013-0378-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression Crising (Shanshan),PHL,Philippines,South-eastern Asia,Asia,"Mindoro Oriental district (Region IV (Southern Tagalog) province), Leyte district (Region VIII (Eastern Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Bukidnon, Lanao del Norte districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Agusan del Norte district (Region XIII (Caraga) province), Maguindanao district (Autonomous region in Muslim Mindanao (ARMM) province), Region VII (Central Visayas), Region XI (Davao Region) provinces",,,No,No,No,,,Kph,,,,2013,2,20,2013,2,21,6,4,262880,,262884,,,,,1680,2197,76.45414599,"[{""adm1_code"":2363,""adm1_name"":""Region VII (Central Visayas)""},{""adm1_code"":67161,""adm1_name"":""Region XI (Davao Region)""},{""adm2_code"":24258,""adm2_name"":""Leyte""},{""adm2_code"":24275,""adm2_name"":""Agusan Del Norte""},{""adm2_code"":67174,""adm2_name"":""Maguindanao""},{""adm2_code"":24238,""adm2_name"":""Zamboanga Del Norte""},{""adm2_code"":24262,""adm2_name"":""Bukidnon""},{""adm2_code"":24272,""adm2_name"":""Lanao Del Norte""},{""adm2_code"":24271,""adm2_name"":""South Cotabato""},{""adm2_code"":24273,""adm2_name"":""North Cotabato""},{""adm2_code"":24232,""adm2_name"":""Mindoro Oriental""}]",2013-11-27,2023-09-25
2013-0415-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Man-Yi,JPN,Japan,Eastern Asia,Asia,"Aiti, Kyooto provinces",,Flood,No,No,No,,,Kph,,,,2013,9,16,2013,9,16,6,141,30147,,30288,,,,,2000,2616,76.45414599,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1671,""adm1_name"":""Kyooto""}]",2013-10-28,2023-09-25
2014-0055-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Topical storm Basyang (Kajiki),PHL,Philippines,South-eastern Asia,Asia,"Antique, Negros Occidental districts (Region VI (Western Visayas) province), Cebu (Region VII (Central Visayas) province), Biliran, Leyte, Southern Leyte districts (Region VIII (Eastern Visayas) province), Agusan del Norte, Dinagat, Surigao del Norte districts (Region XIII (Caraga) province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2014,1,31,2014,2,1,6,,47740,,47740,,,,,3200,4119,77.69440613,"[{""adm2_code"":24247,""adm2_name"":""Antique""},{""adm2_code"":24251,""adm2_name"":""Negros Occidental""},{""adm2_code"":24253,""adm2_name"":""Cebu""},{""adm2_code"":24256,""adm2_name"":""Biliran""},{""adm2_code"":24258,""adm2_name"":""Leyte""},{""adm2_code"":24260,""adm2_name"":""Southern Leyte""},{""adm2_code"":24275,""adm2_name"":""Agusan Del Norte""},{""adm2_code"":67168,""adm2_name"":""Dinagat""},{""adm2_code"":67169,""adm2_name"":""Surigao Del Norte""}]",2014-03-06,2023-09-25
2014-0333-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Odile,MEX,Mexico,Latin America and the Caribbean,Americas,"Cabo San Lucas city (Los Cabos area, La Paz district, Baja California Sur province)",,Flood|Rain,No,No,No,,205,Kph,,,,2014,9,10,2014,9,17,6,135,75000,,75135,,,1200000,1544513,2500000,3217735,77.69440613,"[{""adm2_code"":19573,""adm2_name"":""La Paz""}]",2014-09-30,2023-09-25
2014-0417-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Trudy,MEX,Mexico,Latin America and the Caribbean,Americas,"Tlacoachistlahuaca, Huamuxtitlan, Tlalixtaquilla, Malinaltepec districts (Guerrero province), Oaxaca province",,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,,Kph,,,,2014,10,18,2014,10,20,6,,30000,,30000,,,,,2000,2574,77.69440613,"[{""adm1_code"":2047,""adm1_name"":""Oaxaca""},{""adm2_code"":19955,""adm2_name"":""Huamuxtitlan""},{""adm2_code"":19965,""adm2_name"":""Malinaltepec""},{""adm2_code"":19986,""adm2_name"":""Tlacoachistlahuaca""},{""adm2_code"":19989,""adm2_name"":""Tlalixtaquilla De M.""}]",2014-10-20,2023-09-25
2015-0074-MDG,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Fundi',MDG,Madagascar,Sub-Saharan Africa,Africa,"Androy, Anosy, Atsimo Andrefana, Menabe provinces",,,No,No,No,,,Kph,,,,2015,2,7,2015,2,8,6,,28450,8430,36880,,,,,10000,12856,77.78656766,"[{""adm1_code"":41754,""adm1_name"":""Androy""},{""adm1_code"":41755,""adm1_name"":""Anosy""},{""adm1_code"":41756,""adm1_name"":""Atsimo Andrefana""},{""adm1_code"":41767,""adm1_name"":""Menabe""}]",2015-03-11,2024-08-27
2015-0105-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2015-000028,Typhoon' Maysak',CHN,China,Eastern Asia,Asia,"Hunan Sheng, Jiangxi Sheng provinces",,Flood,No,No,No,,,Kph,,,,2015,4,4,2015,4,15,6,,12000,,12000,,,,,209000,268684,77.78656766,"[{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""}]",2015-09-01,2023-09-25
2015-0339-TWN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Soudelor' (Hanna),TWN,Taiwan (Province of China),Eastern Asia,Asia,Taiwan Sheng province,,Flood,No,No,No,,,Kph,,,,2015,8,8,2015,8,9,6,380,,,380,,,,,,,77.78656766,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2015-08-10,2023-09-25
2016-0355-DOM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2016-000106,Hurricane 'Matthew',DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Azua, San José de Ocoa, San Juan de la Maguana, Pedernales, Barahona, Independencia, Dajabon, Monte Cristi, Bahoruco, Elias Pina, San Cristobal, Peravia, Santiago Rodriguez, Puerto Plata, Valverde, Santo Domingo, Distrito Nacional, Monsenor Noel, Sanchez Ramirez, Monte Plata, La Vega",,,No,No,No,,,Kph,,,Yabacao,2016,10,3,2016,10,4,6,,39,9,48,,,,,,,78.767923,"[{""adm1_code"":1108,""adm1_name"":""Azua""},{""adm1_code"":1109,""adm1_name"":""Baoruco""},{""adm1_code"":1110,""adm1_name"":""Barahona""},{""adm1_code"":1111,""adm1_name"":""Dajabon""},{""adm1_code"":1112,""adm1_name"":""Santo Domingo""},{""adm1_code"":1116,""adm1_name"":""Independencia""},{""adm1_code"":1118,""adm1_name"":""Elias Pina""},{""adm1_code"":1120,""adm1_name"":""La Vega""},{""adm1_code"":1122,""adm1_name"":""Monte Cristi""},{""adm1_code"":1123,""adm1_name"":""Pedernales""},{""adm1_code"":1124,""adm1_name"":""Peravia""},{""adm1_code"":1125,""adm1_name"":""Puerto Plata""},{""adm1_code"":1128,""adm1_name"":""San Cristobal""},{""adm1_code"":1129,""adm1_name"":""San Juan""},{""adm1_code"":1131,""adm1_name"":""Sanchez Ramirez""},{""adm1_code"":1133,""adm1_name"":""Santiago Rodriguez""},{""adm1_code"":1134,""adm1_name"":""Valverde""},{""adm1_code"":36855,""adm1_name"":""Monsenor Nouel""},{""adm1_code"":36856,""adm1_name"":""Monte Plata""},{""adm1_code"":36857,""adm1_name"":""San José de Ocoa""},{""adm1_code"":36858,""adm1_name"":""Distrito Nacional""}]",2017-10-05,2023-09-25
2017-0168-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Beatriz,MEX,Mexico,Latin America and the Caribbean,Americas,"Sierra Madre del Sur, Sierra Madre de Chiapas Mountain ranges, Oaxaca State, San Francisco Ozolotepec, San Marcial Ozolotepec, San Pedro Quiatoni, San Carlos Yautepec, Jamiltepec, Juquila, and Pochutla, Tehuantepec in Istmo Region, Juchitan district, San Pablo Topiltepec",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,65,Kph,,,Los Perros,2017,6,1,2017,6,3,6,,,600,600,,,,,,,80.44577926,,2017-06-13,2023-09-25
